pc1,pc2,cluster
1.1306642767496748,1.08765475608155,0
3.1909263937508134,1.4178845545702083,1
3.1243394479799558,-0.6570076372842958,1
-0.48433905812001915,-1.4109722846013084,0
-2.284541673469991,0.3300325638913251,2
-2.204713455465025,-0.34507903348408775,2
1.9224160690712868,1.6854826038134845,1
-0.7393517094382264,0.8116688956102233,2
1.377516483800874,-0.033410542886850275,1
2.686410292184097,-0.8195610796477127,1
0.024771680184724226,-1.1156223893198265,2
-0.7083985253168806,1.8280076569456036,0
1.4227466724110467,0.22130455198796425,1
-2.012526543464916,-1.1923167655616773,2
-0.49765669823443776,0.2693062272705887,0
-1.359967752519675,-0.40756294036583934,2
-0.4677305806340705,-1.8144678857675396,0
-1.0345510031954277,-0.35193954103023734,2
-1.7889553541322896,0.5306966321232428,2
-2.2314766503430206,-0.20715109635217493,2
0.11506165614892486,-0.40460092660319386,0
-1.4760812039030935,3.048628927987982,0
-0.5502827524968203,0.46391222557655704,0
0.8173565351102463,-0.05497506639570225,0
2.8408531102611545,-0.9326307585000282,1
-1.1883476625245288,-0.20938455442113954,2
-2.0966664782539497,1.3981222742860624,2
0.6847368338140273,1.2911144878464942,0
-1.3613970691282724,-0.564813754339496,2
1.4744321358171772,-2.98082673656177,1
-0.6883544813461465,2.024670788108312,2
1.287267359275513,-0.6367557503868126,1
-1.2357769260271658,1.120641800702281,2
0.09837612309832326,-0.8975696830421765,2
-1.6406459092709185,-1.2840425683962053,2
-2.1530323066090844,-0.9090572331720695,2
1.7477263899136182,-2.5508667206471407,1
2.27114395461705,-0.03673635428476696,1
1.9080624526946972,-0.548982113587506,1
0.814076837511509,0.45762033414792186,0
2.4169209266156857,1.4643378331515273,1
-1.2478172816698587,-1.812247841751308,0
-0.7033374186341077,3.0205016938538423,2
-0.7181633777714198,0.689519905376673,0
-1.2807385499586144,2.0466432546208964,2
0.7796833631354101,-0.7179243583780589,0
-1.383706720758863,-1.5785339546785726,2
1.5459022650776195,-0.5619581720073668,1
-0.1949911293508277,4.108032290439212,2
0.26255764322707636,0.1508249457093286,0
-2.9066397965623456,-0.574896279934346,2
-0.18987164480700144,-1.3445342652005838,2
-1.2023995166649513,-0.2607005613213089,2
-2.6675346571523595,-0.21787813215442348,2
1.1785171547877231,-1.047864835134297,1
2.6900078521620134,-1.060362769867388,1
-0.11112297808903873,-0.8863172976136514,0
-1.2031526309013605,-2.1183015801740326,2
0.24105283377606682,0.23756451405614096,0
-0.2052345445161503,-0.3939669051054439,0
0.9372657090909732,-0.39644508817309254,1
0.29788889414412695,-0.2683166996776388,0
3.05055607186217,-0.810349243207842,1
-1.8886277534416533,1.9238882345322308,2
1.1810404746935779,-1.83272889371434,1
3.0700279337378262,0.027889936026187685,1
0.3351439144198627,-0.05231219397298231,0
-0.18821629150491298,-0.04775615926985026,0
3.501327927884589,0.40243620685660836,1
0.10872937599268456,-0.6882392020426249,0
-0.97377678155992,1.8104041191711961,2
1.0224598372917841,0.4564007520097277,1
2.974972452679377,-1.1404038220952135,1
0.3580132550535665,0.06185543022980168,1
-1.7824496487973833,-1.0152667678870986,2
-0.5376429594438509,3.215200198386983,2
2.532379725976934,-0.7824031290181217,1
-0.5336518284003177,1.8059032312856278,2
-1.7233583140190234,0.03173170980906047,0
1.660075226553157,-0.23666673669117763,1
0.6843049519476313,-1.9715617829957772,1
-0.48741560785645205,0.9281043404382413,2
-2.1669974286089557,0.44004740888184923,2
2.36050064112904,1.6911576468992533,1
-2.2898476051834193,0.2213522322593214,2
-2.112837857185696,-0.04238653315852963,2
-1.5899351637023231,0.17721350972779795,2
-1.458263462629406,1.0393733139332115,2
-1.4998891820512434,1.0573775781780492,2
0.002965322016895613,0.7193695516588722,2
4.1307098570987915,0.71969891108285,1
1.525209725025999,-0.334581197324552,1
-2.2497673149405,-1.3025532511719202,2
-1.6441800670948121,1.7717545960364334,2
0.1407443828189482,-1.331800325150812,2
1.7654138489386804,-1.2294220818672177,1
1.7932458695816107,1.353261229889095,1
-1.5852541369997073,-0.3889524905325915,2
-1.9832945385953382,-0.5058495291885651,2
-2.0661999667983566,-0.48832472976769287,2
-3.214136754050488,-1.126169877719592,0
-0.9713148672251086,1.7391482485516951,2
-0.3434640425775499,2.448483816323797,2
1.1382760628614488,-1.5396512572548466,1
-1.444199268342158,-0.6545948872192519,2
0.33319643082599193,-1.3835284409899602,1
0.4389189514828237,-0.34333873564433964,0
2.5160172549501514,-1.4114121527932135,1
-0.12069918980976513,-2.4102198781555146,2
1.5559472393628133,0.971356879564258,1
1.2949630064979132,0.27607632965154894,1
-1.805430262152546,-0.7502863146232459,0
1.9878077329710655,0.6825938190008629,1
1.3087441605922783,0.43133841923163907,1
-0.9674656005467404,-1.5766097023917247,0
-1.235011977317348,1.054582365665665,0
-2.303509248443947,-0.7743509596802948,2
2.903365267967488,1.2318096842534885,1
2.3084901393236534,0.04812326741895355,1
1.0603286065109356,-0.10407594498795865,1
2.983620336271462,2.8084102847394603,1
-0.2602940789561272,-1.9609955805937864,2
3.8691117908494874,-2.0663184614189447,1
-0.2920984505752767,2.2319119043332387,0
-1.8635673210510675,0.6916836718553943,2
4.574158771948556,2.5050967826296096,1
2.1333258067114387,-2.1204734888847168,1
-2.745800585524776,-1.0096282133418377,2
-1.6915149074602265,0.4115488458356036,2
0.03947546368245554,-0.5952472251536454,0
-0.4348584424630545,-2.217964465655031,2
-3.4063430921542293,-1.0036189360228036,2
-0.9448978846245545,-0.09184330929193958,2
-1.9980224000960334,-0.448299245043695,2
-0.9612149780755755,1.3219320756783122,0
3.0587673145853893,-1.4233073237013047,1
1.4548330021348965,0.13488529131856317,1
0.7561227346069492,-3.213644206835252,1
-0.17206585868402358,0.4338539127742845,0
-1.2670210821667216,-0.32302489256512423,2
-0.1490458057513245,1.343545731505275,0
-2.4648782002995495,0.12872766225646554,0
1.6535402058497861,-0.6936325012627268,1
0.6536574013531444,-1.3277359385179937,1
-2.1216813331011575,-1.1467403139527663,2
2.7032284105308233,1.7352569481154727,1
-2.725368804185061,-1.2148932705764481,2
-2.2030163513177627,0.4759041812836629,2
-1.7064948554658292,1.051930916959708,2
-0.5871947011235852,0.8411021259182447,0
-0.6706031384743049,-0.2518426684630031,2
0.8323296983691284,3.3107911732407667,1
2.004676458602612,0.12989231436345472,1
3.0141635326990808,-0.4572030949295556,1
2.639224318404311,1.5902773705927096,1
0.30645401431504976,-0.9751260200218217,1
0.11350959999569715,0.4240301937354076,2
1.3042902742956275,0.6034310490976412,1
0.09274179507146076,-0.10384714571833412,2
-1.7275060824221535,-1.4221056276793362,0
1.1971689914231498,1.5849516785962854,1
-1.1644730915071198,-0.2860519483311848,2
-0.07420100391663499,0.2839989534968912,2
-1.4436408563596363,0.4246313466305438,2
-0.18731555149880005,-1.5595699301425001,2
-0.7201687004588104,2.118936922555937,2
-0.31995603589992105,-1.584570376446861,2
-2.0170307320032848,-0.9084589974024333,2
3.138118861941013,0.09232087258236377,1
1.0825470169934648,-0.9655170654585666,1
0.3748562076387574,1.0942853723193002,2
0.13390067321238586,2.6289790960869577,2
2.093385731238589,0.23487228963896492,1
2.7880111235978555,-0.7704221215016975,1
0.34987066003923795,-0.5307001562380713,1
2.5527011822445376,-1.3354979429402292,1
-1.120828424593297,-0.16120088205189892,2
-0.5880752590347434,1.4148805834627953,0
-0.08132271631848831,-0.7717392660865963,0
2.349817287369914,1.6366760832345508,1
-1.719307954401963,0.7221366870496422,0
2.0722753023391705,1.005733660832421,0
-0.9504052047793282,2.393362230526845,2
-1.7457960306177995,1.3869823569013224,2
-0.5458659476698229,-1.1856321333506483,0
2.0261642470090533,0.5212176548770822,1
-0.7389318567335824,1.7827698410012824,0
2.2404183796070294,0.9263623587191241,1
-2.0922097936970037,-0.9057655563461632,2
3.6170558270750712,-0.8573950092305377,1
1.9703504508220064,2.2523684486246007,1
0.3653980345764996,0.9990539153225961,2
1.8209470428122845,0.10404368711230336,1
0.25945305108821853,2.4743416543502104,0
-0.22203080861973018,0.090789904681659,2
-2.254774249580744,0.31187922410816743,2
-1.038996736629672,1.594440158949926,0
-1.7688882970035174,0.44477052333107064,2
-0.04690808644233212,2.23208432918679,2
-0.629137797468149,-0.376584621508717,0
-0.30848699359311904,1.2477160004479182,2
-1.4224348268234857,-2.2334795739420508,2
1.896726182414093,-0.18201231872293802,1
3.082805018687936,-0.6688274801691225,1
1.584858051545917,-1.4078282997431883,1
-1.9783302045334568,0.0318921144747366,2
0.5234018848309002,0.6139304249073319,2
-2.9279308502696892,-0.6108693943176419,2
-0.12864376398043667,-2.321071842060665,0
-0.8779792956104394,-0.8305708212383947,0
2.1497966316204025,1.8066551569302598,1
-1.4596718761540284,-0.9050229950579387,2
-0.34173715102243163,-0.7661190409347906,0
-3.1342536039323114,-0.45263028571591146,2
-0.24733344714160346,0.20548064114148054,2
1.189011878773865,1.4251583226222115,1
-1.3363860481533991,0.7518899073182577,2
-1.8218903883866386,-0.06768926299906573,2
-2.0746478154967862,0.8704866173947281,2
-3.2907930580439495,-1.2029328216279198,2
2.879511592545002,-1.3875627020505528,1
0.7307201563020099,0.2902193433725597,1
-3.485473049504078,-0.6620455311998187,2
-1.6610001622120683,-1.5650782129289933,2
-1.2834672084020584,2.1703992791158573,2
1.0123307270796653,-1.2055886400422164,1
0.47279219532354166,-0.38371491845036576,1
-1.4169092501086888,0.689050425022008,2
2.1827771879947426,1.7113369604681155,1
-0.12180158037559329,-0.6707567879528004,2
0.2720484164502868,1.8419859488858725,2
-1.5870284967761428,1.0964059439956122,2
2.535595392615083,-0.2631603101993884,1
3.1954608493531524,-0.2847889481802739,1
-0.3135578763050983,-1.1061785684234513,2
-1.9151932548865376,0.7349989505427434,2
-2.5512642031513915,-0.5025532037539168,2
-2.619754680722763,-1.2858909659162912,2
-2.7752989961424395,0.599427317148808,2
-1.9495506971153904,0.43652997061750043,2
0.18951541004334274,0.3801656581448518,0
-0.7745944800446612,0.6564396903697783,2
1.212521570816275,-0.5280882736410606,1
-0.5587348285207151,-1.4181717248279067,2
1.0713928257102636,-0.9901931213180264,1
-0.11929996158265896,-1.1767087095407258,2
-1.0953230389948978,1.0495131669723579,0
1.218017200868992,-2.258225091753825,1
1.9437426023954238,-0.8765978005787102,1
2.1321341842968913,-0.9734292066668666,1
-1.634871880615159,1.1719108948761576,2
-1.3059523668542845,-0.9567674876541791,2
-2.260405949337027,-0.5422707545003799,2
-0.5649922010735795,0.6325364789163275,2
0.48482287712479993,1.451110830239668,2
-0.7853395118910352,1.6690941700061954,0
-0.9155434912301927,-0.6096419557148967,2
-1.3222542475875028,-0.1257986011124498,2
-0.7693249410994127,3.2443002063273054,2
-2.1805026770162996,1.5948876050711909,2
-2.4218654933052712,-1.120860794605001,2
2.3706934877266757,-0.7437179624977609,1
1.2923169883723404,-1.4571903368425125,1
1.097267496910915,-0.237748554020824,0
-1.4434596830343176,-1.2989358949013377,2
-2.1387123768512155,-1.4171273540989096,2
1.798065755748416,-0.6642362301818195,1
1.0996255685855567,0.5729154171897796,1
2.368704842996164,-1.027680643451561,1
0.15077925523724564,-0.22666896221077537,2
-1.3977699673025947,0.29638175516673804,0
0.11603253169145594,1.041390705209554,0
-0.16308888636510052,2.368510558404296,2
-1.807189749268014,-0.24279000507075052,2
-1.269714302873582,1.1333106020711985,0
-0.45688452063954066,0.031490827466545475,2
2.159393759214063,-1.1599723831854365,1
-2.360322887140181,-0.5146925755227304,2
1.836437720055508,-0.7142188367764452,1
-3.125274989697311,-1.604047823131005,2
-0.17919459736516738,-0.4579778496126661,2
3.2122873339237095,-0.18224228942683293,1
2.8707224542986896,1.7669478445000655,1
-1.1404094874024922,-0.24888537210873019,0
-1.1759649921981894,-0.5323339566364581,0
0.7646704396107018,0.3201135751345533,0
-1.8598232890320252,1.6210695349907338,2
1.5549480365493669,-3.050929413466111,1
2.7693373077970396,-0.6653455771508275,1
0.06455273059628792,-0.26976783237138197,2
-3.1478286201425254,-1.6399612491154694,2
2.652479933150569,0.7610835029470354,1
1.1035734277208757,-0.41742979651307177,1
-0.6884171477533914,-1.4814312046900544,0
2.6043114444390545,0.19730836605102717,1
1.886790571992919,-2.3719104787240792,1
-1.341227924897907,1.4621116742573932,2
